frame.time_epoch,ip.src,ip.dst,_ws.col.protocol,frame.len
1100903365.232842000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.232927000,10.1.1.101,10.1.1.1,TCP,54
1100903365.234081000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.235399000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.235471000,10.1.1.101,10.1.1.1,TCP,54
1100903365.236656000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.237950000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.238019000,10.1.1.101,10.1.1.1,TCP,54
1100903365.239213000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.240506000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.240573000,10.1.1.101,10.1.1.1,TCP,54
1100903365.241761000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.243062000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.243124000,10.1.1.101,10.1.1.1,TCP,54
1100903365.244316000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.245625000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.245660000,10.1.1.101,10.1.1.1,TCP,54
1100903365.246871000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.248175000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.248207000,10.1.1.101,10.1.1.1,TCP,54
1100903365.249431000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.250734000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.250765000,10.1.1.101,10.1.1.1,TCP,54
1100903365.251987000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.253294000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.253331000,10.1.1.101,10.1.1.1,TCP,54
1100903365.254544000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.255847000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.255878000,10.1.1.101,10.1.1.1,TCP,54
1100903365.257104000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.258404000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.258434000,10.1.1.101,10.1.1.1,TCP,54
1100903365.259663000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.260972000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.261003000,10.1.1.101,10.1.1.1,TCP,54
1100903365.262218000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.263525000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.263563000,10.1.1.101,10.1.1.1,TCP,54
1100903365.264775000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.266076000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.266108000,10.1.1.101,10.1.1.1,TCP,54
1100903365.267341000,10.1.1.1,10.1.1.101,TCP,1514
1100903365.268602000,10.1.1.1,10.1.1.101,HTTP,1445
1100903365.268682000,10.1.1.101,10.1.1.1,TCP,54
1100903365.303621000,10.1.1.101,10.1.1.1,TCP,54
1100903365.542161000,10.1.1.101,10.1.1.1,TCP,54
1100903365.542586000,10.1.1.1,10.1.1.101,TCP,60
